activity,review,rating
Kerama Islands Snorkeling Tour Choose from Five Marine Activities!,"思っていた通り沢山の魚がいました！
ウミガメに会えたら最高だったのにーでした！
また参加したいシュノーケルでしたので、おすすめですよ！",3
Kerama Islands Snorkeling Tour Choose from Five Marine Activities!,今まで1日コースでしたが、日程の関係で初めて半日コースに参加しました、ポイントも近く透明度も抜群だったので、沖縄の🏝️を堪能できました。,5
Kerama Islands Snorkeling Tour Choose from Five Marine Activities!,"初めて参加しました。
1人参加でしたが、スタッフさんが親切で安心して過ごせました♪
素晴らしい透明感の美しい海、珊瑚、魚たちを堪能できて大満足です！
また参加したいと思います！
ありがとうございました！",5
Kerama Islands Snorkeling Tour Choose from Five Marine Activities!,"今回は1人で参加させて頂きました64才の男性です。
泳ぎは得意な方でしたが､シュノーケリングは初めてだったので､当初は少し不安もありましたが、スタッフの方々の親切丁寧な対応に安心して楽しめました。",5
Kerama Islands Snorkeling Tour Choose from Five Marine Activities!,"初めてのシュノーケリングでしたが、ご説明も丁寧にしてくださり、皆さん優しくてとても良いツアーでした‼︎
とても綺麗な珊瑚礁も見れて、フリータイムもありすごく楽しむことができました。
お値段もお安く感じます！おすすめ‼️",5
Kerama Islands Snorkeling Tour Choose from Five Marine Activities!,11歳の子供でも十分安全にシュノーケリングを堪能できました！海の綺麗さは本島とは段違いに綺麗で驚きました。魚の餌やりもでき魚群を間近でみることができとても満足です。,5
Kerama Islands Snorkeling Tour Choose from Five Marine Activities!,"スタッフさんは明るくてよし。

船が揺れたため、30人中7にくらいが嘔吐してました。子供から大人まで様々な人が行きも帰りも嘔吐して、、、。
みんな黒い袋持って、、、
なんとも言えないツアーでした。

2回シュノーケルする時間ありましが
1回目は、体慣らす程度です。
入ったと思ったらすぐ上がりました。
海に入る列の後ろの方で順番待ちしてたので、余計海にいる時間が短かったのかもしれません。


急遽、海亀見れるツアーに
途中で参加費を払って体験しましたが
家族4人中見れたのは１人だけでした。

かなり遠くで小さく見えたみたいです。


運が悪かったのでしょうか。。



スタッフの方はテキパキ動いて
常に笑顔でよかったです。",2
Kerama Islands Snorkeling Tour Choose from Five Marine Activities!,"シュノーケルのみが目的で参加しました。
参加者がたくさんいたので、グループ分けをして
スタッフの方と一緒にシュノーケリングを楽しみました。
当方は大人2名でしたが同じグループに小学生のお子さん連れの
ご家族がいたためか、ほぼ移動せず同じエリアにいたことが少し
残念でした。
海はとてもきれいでした。",4
Kerama Islands Snorkeling Tour Choose from Five Marine Activities!,"乗合船で、シュノーケルポイントまで移動して、透明度抜群の沖縄の海で、熱帯魚に囲まれて餌やりなどで楽しめました。
船内は、日本人と中国人、韓国人と英語圏の参加者で国際色も満載でした。",4
Kerama Islands Snorkeling Tour Choose from Five Marine Activities!,"初めてシュノーケリングをしました！最初はフィンやシュノーケルの使い方に戸惑いましたが、ライフジャケットがあるので溺れる心配もないし慣れれば結構快適に泳げます。
目の前を色とりどりの魚が泳ぎ回っていて本当に綺麗でした。
ウミガメツアーでは海底で寝ているカメを見る事が出来ました。が、結構深い海底のため何となくアレかなぁといった感じ。写真で見るのと実際とでは違いました。でも念願の野生のカメを見れて嬉しかったです。
少し残念だったのは、船の中に更衣室はなく共用トイレで着替えなければいけなかったこと。港の更衣室で着替えればいいと思っていましたが、着いたらすぐ送迎バスに乗るため港の更衣室は使えませんでした。
またスタッフの中には客に対して口の悪い方がいます。参加者が殆ど外国の方なので多分聞こえないと思っているのでしょうが...衝撃でちょっと引いてしまいました。
全体としてはとても良い体験ができて満足です！",4
Kerama Islands Snorkeling Tour Choose from Five Marine Activities!,"あいにくの曇りでしたが海は綺麗で楽しめました。
車なしの旅でしたが、送迎もあったので助かりましたー！",5
Kerama Islands Snorkeling Tour Choose from Five Marine Activities!,子連れで行きましたがスタッフの方々が優しくて安心して参加できました。曇りでしたが海の中はとても綺麗でウミガメも見れました。,5
Kerama Islands Snorkeling Tour Choose from Five Marine Activities!,"社会人スイマーです。ほぼ毎晩泳いでいるので、水にはかなり慣れているつもりでしたが、慶良間諸島の海でのシュノーケリングは、思っていた以上に体力を使いました。波のうねりや水の抵抗、潮の流れ、すべてが日常の泳ぎとはまったく違い、まさに自然のなかでの体験でした。

【集合場所】
私の場合、水着の上にポリエステル生地のワンピース、サンダルで参加したのですが、その格好で県庁前にて待機していました。那覇市は、開放的な格好の外国人が多いので、これくらいは大丈夫です。ドライバー（=一緒に海に入ってくれるひとのみ）で添乗員はおらず、集合場所に降りては来られませんでしたが、車両の窓に「NEWS」と書かれた案内が貼られていてすぐに理解できました。他の参加者はホテルから、いかにも「これからビーチに行きます」という格好で楽しくなりました。船内に持ち込める荷物の量は、「小学生のこどもがプールに行くときのビニール・バッグくらい」が適当です。

【船上で着替える】
乗船後、ウェットスーツとライフジャケットを受け取り、スタッフの方の説明を受けながら着替えます。背中のジッパーは1人では難しいので、周りの人と声を掛け合って助け合いました。国籍問わず初めての方もいらして、お互いにサポートしながらの準備は、自然と和やかな雰囲気を作ってくれました。酔わないために、遠くの景色を観ながらおしゃべりしてください。

【海のなか】
魚たちを驚かせないように、静かに入ります。海に入ってまず感じたのは、水の透明度の高さ。この日の海水温は25度、ウェットスーツの予約しておいて良かったです。呼吸が浅くならないようにします。曇天でしたが海底までしっかり見えました。慶良間の海は、想像以上に青く、深く、そして静かでした。浅瀬のサンゴ礁にはカラフルな魚たちが泳いでいました。餌やりのときに、ロクセンスズメダイ（六線雀鯛）に手を噛まれた方がいらっしゃいました。餌付けをされている環境ではかなり積極的に近寄ってきて、時には噛むことがあるそうで注意してください。

【みんなでカメさん探し】
ウミガメが集まる場所というものがあるらしく、係員の1人が先に探しに出てくれて、発見してから全員を誘導してくれます。カメさんたちを驚かせないように1人1人、静かに海水に入っていきます。私が発見したときには、存外、ウミガメは深いところを泳いていました。動画からの切り出し写真のご紹介では輪郭がなんとくわかる程度かもしれませんが、実際には甲羅の丸みや前肢の動きが見えていて、かわいい姿に心が高鳴りました。ウミガメは深い青の中を優雅に泳ぎ、私の視線の先で静かに潜っていきました。その姿は、水族館でみるものとは違い、どこか神秘的で、言葉にできないほど印象的でした。

【ムダなところがひとつもない進行】
係員たちが手慣れており進行がスムーズだったことが挙げられます。サバサバした方々ばかりで、初心者向けに丁寧に説明をしてくださいました。普通の水泳と違って、シュノーケリングでは鼻が塞がれてずっと口呼吸で、非常に喉が乾いて私にはしんどかったです。しかし、麦茶のサービスが用意されていて、嬉しかったです。簡易的なシャワー（本当に、じょうろで海水を流す程度）も用意されていて、必要最低限のケアは整っていました。

【着替え】
泳ぎ終わって着替え、体が濡れた状態で風に当たるとかなり冷えます。パーカーやウインドブレーカー等の上着の持参は必須です。また、タオルは女性の場合、とくに全身を包める吸汗速乾タイプが便利です。船上の座席は自身の水着等で濡れていますので、着替えてから再度着席する前に座席を拭いておくのが快適に過ごすポイントです。

【記録】
最後に、スマホで撮影したい方には、防水で浮くタイプのケース＋ストラップ付きがおすすめです。せっかくの景色を手軽に残せますし、両手が使えると安全性も高まります。私のスマホはSONY Xperia ACEⅢでしたが、7～8m深いところに潜っていくカメさんを動画におさめることができました。

【安全】
海のなかでは「ただ浮いている」つもりでも、徐々に流されていることがあります。私は気づかないうちにエンジンの方まで流されてしまい、係員から注意されて慌てて戻った場面もありました。潮の流れに逆らうのは大変なので、周囲の人々と船との距離を意識することがとても大切です。

【最後に】
日常を離れ、魚たちと一体になるこの体験は、心身ともにリフレッシュできる貴重な時間でした。プールでは味わえない、自然へのダイレクトな没入感。そのなかでウミガメと出会えたことは、一生の思い出になりました。迷っておられるかた、まずは挑戦してみては？参加資格には「年齢制限」や「メディカルチェック」があります。",5
Kerama Islands Snorkeling Tour Choose from Five Marine Activities!,スタッフが詳しく丁寧に説明してくれるので、初心者でも安全にシュノーケルが楽しめました。サンゴ礁に群がるたくさんの色とりどりの魚を間近で愉しむことができました。DAISOで買った防水ケースを使って、スマホで水中写真撮影もできました。残念ながら、梅雨入りの影響で、天気が悪く、気温も低く船上は寒かったです。青空ではないので、綺麗な写真が撮れなかったのが心残りです。,4
Kerama Islands Snorkeling Tour Choose from Five Marine Activities!,"日本とはおもえないほどに海が綺麗
自信をもっておすすめできます。
たくさん綺麗な魚もみれます。
またインストラクターもたくさんいるので安心です。",5
Kerama Islands Snorkeling Tour Choose from Five Marine Activities!,スタッフの方々は優しくてシュノーケルが初めての私に泳ぎ方を教えてくれました。心配してた船酔いも無く海亀も見れました。60代夫婦でも楽しむことが出来てツアーに参加して本当に良かったです。お世話になりました。,5
Kerama Islands Snorkeling Tour Choose from Five Marine Activities!,天気が心配でしたが、無事雨も降らずに行けますとのこと　インストラクターの方がついてくれてとっても安心でした　海の中は綺麗すぎて海亀もみれて、一生の思い出になりました,5
Kerama Islands Snorkeling Tour Choose from Five Marine Activities!,今まで海外を含めて、宮古島、石垣島、久米島、、、いろんなところでシュノーケルをしてきましたが、自分の中で一番感動したのは15年くらい前に行った慶良間でした。とても深い海底まで見えるほどの海の透明度、一面が紫色に輝く中に無数のサンゴ礁と魚達、その感動をもう一度感じたくてこのツアーに申込みました。15年の月日を経て海中は、地球温暖化のせいか昔よりは少し茶色ぽくなっていましたが、相変わらず海底までよく見える透明度、無数のサンゴ礁と魚達、ここ何年か見た中で一番に感動しました。ウミガメツアーにも参加してスタッフの方のおかげでウミガメも見ることができました。他のアクティビティを申し込まない私達にとって3時間という短めの時間がちょこっと体験できてよかったです。,5
海洋博美丽海烟花大会門票(2026年7月4日),"Has had a really good time at there, every friend enjoyed the show.",5
Nagasaki Port ⇔ Fukue Port – Kyushu Shosen Ticket (Jetfoil / Ferry),ベルトラの予約メールを見せたら、すぐにフェリーの発券をしていただけました。通常よりお得にスムーズにフェリー乗船できました。,5
Nagasaki Port ⇔ Fukue Port – Kyushu Shosen Ticket (Jetfoil / Ferry),Went to Goto Island to cycle around on a day trip. The price is a bit high especially cause it’s more than double the price of the slower ferry. But it felt very fast and saved a lot of time so that I could spend most of the day on the island. It was nice to only spend 1.5 hours to get back to Nagasaki cause I was really tired by then.  Seats are randomly assigned I think. I was lucky that I got a window seat and was able to enjoy the view. ,5
Nagasaki Port ⇔ Fukue Port – Kyushu Shosen Ticket (Jetfoil / Ferry),It was a nice journey.  I would be happy to experience it again.  ,4
Nagasaki Port ⇔ Fukue Port – Kyushu Shosen Ticket (Jetfoil / Ferry),"福江島でゴルフをした後に長崎大波止港まで片道利用しました。このサイトで支払うと割安になるので助かります。窓口での乗船券への交換も全く問題なくできました。
羽田まで荷物が多い人はエアー乗り継ぎの方が楽ですね。
",4
Nagasaki Port ⇔ Fukue Port – Kyushu Shosen Ticket (Jetfoil / Ferry),印刷していませんでしたが、窓口でスマホの画面を見せたら直ぐに手続きしてもらえて、とてもスムーズでした。,5
Nagasaki Port ⇔ Fukue Port – Kyushu Shosen Ticket (Jetfoil / Ferry),"当日窓口で購入するよりもお安く買えるのはありがたいです。
また機会があれば、利用したいと思います。
",5
Nagasaki Port ⇔ Fukue Port – Kyushu Shosen Ticket (Jetfoil / Ferry),"当日窓口でするよりも少し安く購入できました。
フェリーは前もって予定が決まっている場合、船会社のネット予約はできないのでこちらを使うのをおすすめします。",5
Nagasaki Port ⇔ Fukue Port – Kyushu Shosen Ticket (Jetfoil / Ferry),"福江港から長崎港への移動にフェリーを利用しました。
カウンターでバウチャーを見せると乗船券を発券して貰えて、スムーズに乗船できました。
フェリーの２等席はカーペットの敷かれた大部屋に靴を脱いで入ります。
腰の悪い方には少し辛いかもしれません。
一部乗船港ごとに大部屋の区分けを行なっていましたが、平日はそこまで混雑することはなかったです。
",4
Nagasaki Port ⇔ Fukue Port – Kyushu Shosen Ticket (Jetfoil / Ferry),バウチャーの交換はスムーズで、比較的時間ギリギリでも問題なかったです。窓際の席を発券していただけたので、造船エリアなどをよく見ることができました。新しい船ではないですが座席は結構快適で、途中少しうとうとしながら福江島にすぐ着いたという感覚です。,5
Nagasaki Port ⇔ Fukue Port – Kyushu Shosen Ticket (Jetfoil / Ferry),"行きはフェリーでしたがフェリーの方が長時間で揺れを感じました。正直ジェットフォイルの方が心配でしたが、早いし、揺れないしびっくりしました。
（もちろん天候によってなのだと思いますが）
乗り心地も良かったです！",5
Nagasaki Port ⇔ Fukue Port – Kyushu Shosen Ticket (Jetfoil / Ferry),九州商船窓口で名前と予約番号を伝え、乗船券を受け取ります。船内は揺れもなく快適でした。ベルトラで予約をすると割引になります。,5
Nagasaki Port ⇔ Fukue Port – Kyushu Shosen Ticket (Jetfoil / Ferry),受付から乗り場まで分かりやすく良かったです。席の希望を伝えたわけではありませんが、入り口から近い1階の窓際を並びで取ってくださいました。80代の母親と一緒だったからかもしれません。また利用したいと思います。,4
Nagasaki Port ⇔ Fukue Port – Kyushu Shosen Ticket (Jetfoil / Ferry),予約していた長崎から福江島へのジェットフォイル便が、急遽故障で運休｡幸い、2時間後の便に乗れた事から、長崎市内観光が楽しめました。ジェットフォイルは快適で、一応酔い止めを飲みましたが、必要無かったです。,4
Nagasaki Port ⇔ Fukue Port – Kyushu Shosen Ticket (Jetfoil / Ferry),欠航になるか不安でしたが大丈夫でした。揺れも殆どなく、気付いたらあっという間に着いたので良かったです。,4
Nagasaki Port ⇔ Fukue Port – Kyushu Shosen Ticket (Jetfoil / Ferry),当日窓口でチケット交換とあったので少し早めに行きましたが、スムーズで困ることもなかったです。割引があるのでよかったです。,4
Nagasaki Port ⇔ Fukue Port – Kyushu Shosen Ticket (Jetfoil / Ferry),"お天気は、雨でしたが思っていたより揺れる事なく快適でした。
荷物もトランクを持ち込んだのですが、
トランク置き場もあり、良かったです。
また、機会があればお願いしたいです。",4
Nagasaki Port ⇔ Fukue Port – Kyushu Shosen Ticket (Jetfoil / Ferry),"行きの長崎港→福江港ではターミナルのスタッフの不親切さに苛つきましたが、帰りは福江島のターミナルのスタッフが親切で良かったです。福江島１日周回ツアーに参加している方は、一応ツアーでターミナル到着時間がチケット発券時間の締め切り後に設定されているので、島に着いてすぐ、またはお昼休憩のタイミングで帰りのチケットを発券した方が良いかもしれません。(ツアーの最後に余裕持ってターミナルに戻る事もありますが確証はありません)

そして、帰りは奈良尾港に寄ってから長崎港に帰ります。自分はよく調べていなくて、GPSマップでどんどん北に向かう舟(と自分)を見て、船を間違えたのかと思い、肝が冷えました(笑)トイレは狭いですが男女兼用で客室近くにありますのでご安心を。揺れやすいので酔い止め薬を忘れずに。",5
Nagasaki Port ⇔ Fukue Port – Kyushu Shosen Ticket (Jetfoil / Ferry),"「7時10分までに受け付けするように」という内容が書いてあり、知らない土地で迷ったら大変だと思い、早めにホテルを出発してフェリー乗り場に6時40分に着きました。しかしフェリーターミナルの受付窓口は7時にならないとシャッターが開きません。

そして３つあるジェットフォイルの受付も、偶然その時は私達が並んでいた窓口が何故か7時に開かず。この受付窓口は遅れて数分後にシャッターが開きましたが、何か事情があって開かないなら隣の開いた窓口の受付スタッフが「そこはまだ準備できていないので、違う窓口に並び直してください」とか言えばいいのに、何も言わずに一瞥したあと自分の窓口に並ぶお客さん達の受付を始めます。私達と同じ列に並ぶお客さんたちはみんな戸惑って、仕方なく自分より後から来た人たちが並ぶ両隣の窓口に並び直しました。ベルトラが悪い訳ではありませんが、フェリーターミナルのスタッフが親切ではないので、予約に不安な点があればあらかじめ聞いておいた方が安心かもしれません。
家族のチケットをベルトラで、自分のチケットを本サイトで席予約して取りましたが、ベルトラ席をその隣にしてもらうことが出来ました。なのでベルトラでチケットを取ったあと、直接窓口で座席指定する仕組みなようです。",4
Nagasaki Port ⇔ Fukue Port – Kyushu Shosen Ticket (Jetfoil / Ferry),手続きが楽なのでまた使いたいと思います。ただ帰りは乗船客が多く、自分たちのすぐ近くに若者グループが近い距離にいました。徐々に隅っこに追いやられる形で過ごしましたがトラブルはありませんでした。,5
Nagasaki Port ⇔ Fukue Port – Kyushu Shosen Ticket (Jetfoil / Ferry),"九州商船の公式サイトではジェットフォイルの予約しかできないのですが、フェリーの予約もできしかも割引があるのはとてもうれしいです。
",5
Nagasaki Port ⇔ Fukue Port – Kyushu Shosen Ticket (Jetfoil / Ferry),ネットでフェリーの予約ができ、しかも割引まであってとてもありがたいチケットです。非常にスムーズで快適な旅でした。,5
Nagasaki Port ⇔ Fukue Port – Kyushu Shosen Ticket (Jetfoil / Ferry),天気も良くて気持ちいい旅でした。スマホ見せるだけでチケット発行なので気持ちに余裕が持てます。船内はそんなに人が多くなかったので快適でした。,5
Nagasaki Port ⇔ Fukue Port – Kyushu Shosen Ticket (Jetfoil / Ferry),"フェリーに比べ短時間で長崎から五島まで行けて良かった。

翌日は五島福江港から奈良尾港までのフェリーを同様に予約していたが、天候不良のためその便が欠航になってしまい残念。しかしその際、私の携帯に九州商船からショートメッセージと電話で事前に欠航の連絡があり助かりました。こちらでネット予約して良かったと思います。",5
Nagasaki Port ⇔ Fukue Port – Kyushu Shosen Ticket (Jetfoil / Ferry),"ジェットフォイル、とても早かったです。
波も高くなかったので、安定してました。
あっという間に長崎港に着きました！
",5
Nagasaki Port ⇔ Fukue Port – Kyushu Shosen Ticket (Jetfoil / Ferry),"事前に座席指定もされていた（自分でしたわけではない）ので、時間通り窓口に行けば大丈夫。
揺れを心配したのですが、当日は天候もよく快適な船旅でした。途中、ごみを吸い込み緊急停止しましたが、5分程度で再スタートしました。海にゴミを出してはいけないと再認識したアクシデントでした。",4
Nagasaki Port ⇔ Fukue Port – Kyushu Shosen Ticket (Jetfoil / Ferry),"ジェットフォイルより時間はかかりますが、風が強くて波が高かったですが、そんなに揺れずに快適でした。
予約が先にできるので便利でした。",4
Nagasaki Port ⇔ Fukue Port – Kyushu Shosen Ticket (Jetfoil / Ferry),ジェットフォイルは揺れも少なく、快適でした。指定席なのも安心です。長崎港でのチケットの引換もスムーズでした。ちなみに、復路のジェットフォイルも本サイトから予約していたところ、同便は悪天候で欠航してしまいましたが、連絡や返金手続など、すべて迅速に対応していただきました。,5
Nagasaki Port ⇔ Fukue Port – Kyushu Shosen Ticket (Jetfoil / Ferry),復路に利用しました。手続き簡単なのでお土産買う時間にも余裕があります。車は多かったけど人は少なかったので余裕でごろ寝（爆睡）して帰ってきました。,5
Nagasaki Port ⇔ Fukue Port – Kyushu Shosen Ticket (Jetfoil / Ferry),窓口でバウチャーを提示するだけなので簡単。待ち時間もなくスムーズに乗船できて助かります。今後も使いたいです。,5
Nagasaki Port ⇔ Fukue Port – Kyushu Shosen Ticket (Jetfoil / Ferry),"とにかく早くて揺れません。行きがフェリーだったので特に違いをました。
改善点は運賃が高いことです。改善点があれば宜しくお願いします。",4
Whale Watching Included (Jan–Mar) Kerama Boat Snorkeling,"初めて参加させてもらいました
緊張しすぎて最初は怖くて仕方がなかったがなれてきたら楽しくて楽しくてまた参加したい
",5
Whale Watching Included (Jan–Mar) Kerama Boat Snorkeling,"初めての沖縄旅行で、家族みんなでとても楽しみにしていたシュノーケリングツアーでした。
当日は天候が悪く、船の揺れがとても強くて、小さな子どもにはかなり厳しい環境でした。私自身も船酔いしてしまい、息子は泣いてしまって、初めての海を楽しませてあげられなかったのがとても残念でした。

足のサイズを聞かれただけで、器具の使い方や泳ぎ方の説明がほとんどなかったのも不安でした。
「3歳からOK」「泳ぎが苦手な方も安心」とありましたが、実際は小さな子どもや初心者には少し難しい内容に感じました。

また、貸し出し欄に書いてあった透明な浮き袋というものもありませんでした。普通の真っ黒な浮き輪です。
こんな事なら息子が海の中を見れるように
何かしら用意したのになと残念でした。

スタッフの中には息子を気遣って優しくついてくださった方もいて、その方には心から感謝しています。
ですが、別のスタッフの方が「ひと家族だけにつくな！親がいるんだから親に任せろ！」と大声で言った時は、とても驚き、怖さを感じました。初めての参加で分からないことも多かったので、その一言がとてもショックでした。

さらに、着替えの際にも少し怖い場面がありました。私が唯一扉が閉まる場所で着替えていた時、他の女性がスタッフの方から「早く着替えて」「中で着替えろ」と促されていました。もしその方が扉を開けていたら、私は全裸を晒してしまうところでしたが、その女性が「NO」と拒否してくれたおかげで助かりました。あの時の勇気に本当に感謝しています。

天候や海の状況など、どうにもならない部分もあると思います。
ですが、もう少し初心者や子ども連れへの配慮、説明や安全・プライバシー面のサポートがあれば、印象は大きく変わっていたと思います。

このレビューは、同じように小さな子どもを連れて初めて参加する方が、安心して楽しめるようになってほしいという思いで書いています。
優しく接してくださったスタッフの方、船長さん、そして一緒に乗船されていた参加者の皆さんには心から感謝しています。
",1
Whale Watching Included (Jan–Mar) Kerama Boat Snorkeling,"天気にも恵まれ、ポイントもどこも良く、またウミガメも見れ、最高でした。
ありがとうございました。が、
本件申し込みの際、体調管理等の書類を作成提出の上のツアーでしたが、現場にて同じ書類を書かされました。同じものを添付の上確認のメールをもらいましたが、ベルトラさんからはもらっていないとの事でどうなっているのかなぁと・・・？",5
Whale Watching Included (Jan–Mar) Kerama Boat Snorkeling,"swimming with turtles was amazing! cristina, one of the crew member, helped us spot and follow.
great family time, we all had fun!",5
Whale Watching Included (Jan–Mar) Kerama Boat Snorkeling,It was a great experiance. Tanks to the Team of Veltra.,5
Kyoto Private Taxi Tour Choose Your Itinerary<3-7Hours / English-Speaking Guide>,運転手さんがガイドを兼ねていて、詳しい説明を聞くことが出来て良かったです。ガイドブックには載っていないような細かいこと、面白い話しもたくさん聞けて他人に自慢したくなります。公共機関のバス、電車を使って安く上げたりレンタカーを使う方法などは有りますが、時間の節約にはこれがピッタリです。地元の詳しいガイドさんのおかげで濃密な時間を過ごすにはこれが一番で、価値ある旅でした。ありがとうございます。,5
Kyoto Private Taxi Tour Choose Your Itinerary<3-7Hours / English-Speaking Guide>,"高齢の両親との京都旅行で不安でしてが、ドライバーの熊谷さんのお気遣いに、2日間助けられました。観光ガイドはもちろん、足の悪い母の事を考え、なるべく歩く距離が短くなるようご配慮頂きました。
とても充実した京都旅行を過ごす事が出来、本当に感謝しています。
ありがとうございました。

",5
Kyoto Private Taxi Tour Choose Your Itinerary<3-7Hours / English-Speaking Guide>,高齢の両親と大学生の息子たちと合わせて5人で嵐山、金閣寺、二条城を回っていただきました。たくさん歩くのが大変な両親のことを気にかけていただきながら、各行き先々の解説や京都の町のお話しもたくさんしていただいて濃密な時間でした。自分たちではとても回りきれてなかったと思います。両親が喜んでくれたのはもちろん、息子たちも京都が凄さを感じたようで、とても良い旅になりました。熊谷さん、ありがとうございました。,5
Kyoto Private Taxi Tour Choose Your Itinerary<3-7Hours / English-Speaking Guide>,待ち合わせも、観光もすんなり行きました。困った時もいろいろ相談に乗ってもらえて、アルファードは快適ですね。家族も大喜びでした。,5
Kyoto Private Taxi Tour Choose Your Itinerary<3-7Hours / English-Speaking Guide>,京都が初めての家族がいました。運良く金閣、銀閣りょうほうがかんこうできました。本当に快適でした。お世話様です。またお願いしたいです。,5
Kyoto Private Taxi Tour Choose Your Itinerary<3-7Hours / English-Speaking Guide>,"年老いた母を連れての旅行でしたので、少し不安がありました。できるだけたくさんの場所を見せてあげたいが、体に負担をかけたくないという思いでこのプランを申し込みました。
運転手さんの優しいご配慮により、予定以上の最高の1日になりました。感謝の気持ちでいっぱいです。
もしまた京都に行くことになりましたら、是非お願いしたいと思います。",5
Kyoto Private Taxi Tour Choose Your Itinerary<3-7Hours / English-Speaking Guide>,あいにくの雨予報＆なるべく混んでいない桜の名所、というわがままなお願いも気持ちよく受けてくださり、素晴らしい観光ができました。運転手さんは、歴史から都市伝説まで豊富な知識量、わからない所はスマホで調べて答えてくださいました。プロの仕事に家族一同感謝!!ありがとうございました。,5
Kyoto Private Taxi Tour Choose Your Itinerary<3-7Hours / English-Speaking Guide>,"一年で1番人が多い時期とは知らず京都に行き観光タクシーを利用させていただきましたが適切なルートをセレクトしていただき快適な滞在を満喫できました。
また寺社仏閣の知識もかなり高く関心するお話しばかりで大変勉強になりました。
また京都に行く事があったら是非ともお願いしたいです",5
Kyoto Private Taxi Tour Choose Your Itinerary<3-7Hours / English-Speaking Guide>,桜満開の京都旅。あいにくの雨だけど、せっかくだから桜の名所を巡りたいというわがままなお願いを気持ちよく受けてくださり、楽しい素晴らしい観光ができました。運転手さんは歴史も老舗の美味しい物も何もかも詳しくて、正にプレミアムガイドさんでした。写真もたくさん撮って下さいました。細かい事にもご配慮いただき、本当にありがとうございました。おかげさまで雨でも思い出に残る京都お花見の旅となりました。,5
Kyoto Private Taxi Tour Choose Your Itinerary<3-7Hours / English-Speaking Guide>,家族旅行で利用しました。高齢者2人と娘の3人で京都観光をお願いしました。案内も運転も丁寧なドライバーさんで、普段中々バスなどでは行きにくい処も案内して下さり京都の隠れた老舗や名店、今日までのイベント場所も見学出来て、時間に無駄無く有意義な１日でした。写真も嫌な顔せずに沢山撮って戴いて、物忘れの多い年寄りにも思いでが沢山出来ました。本当に有り難う御座いました。又京都に行く時は利用させて頂きますので、宜しくお願いします。高齢者にも若い人にもお薦めします。,5
Kyoto Private Taxi Tour Choose Your Itinerary<3-7Hours / English-Speaking Guide>,"相談して人混みを避けながら桜を観られるところをまわってもらいました。
ランチも観光客がいない地元のお蕎麦屋さんに行ってゆっくり食事ができました。

",5
Kyoto Private Taxi Tour Choose Your Itinerary<3-7Hours / English-Speaking Guide>,"京都七福神巡りに6人で利用しました。
1日で回れ、自分たちのペースで動けたのが良かったです。
当日、雨が降っていたので助かりました。
お昼もゆっくり食べることができました。
御朱印の場所も丁寧に教えていただきました。
また利用したいです。",4
Kyoto Private Taxi Tour Choose Your Itinerary<3-7Hours / English-Speaking Guide>,"6時間コースで、伏見稲荷大社、金閣寺、龍安寺、北野天満宮、銀閣寺と見学できてとても充実した観光でした✨️
担当して下さった方の説明も面白く、龍安寺での秘密？は、長く京都に住まわれてるから分かったのだろうなと感動しました。伏見稲荷大社、金閣寺とパワースポットを感じました。電車バスだと１日では観光できないところを観光タクシーでは効率よくまわれて、豆知識（これは大きい）も色々聞けるので、また京都観光の際はぜひお願いしたいです✨️ありがとうございました！",5
Kyoto Private Taxi Tour Choose Your Itinerary<3-7Hours / English-Speaking Guide>,"チェックアウトから新幹線までの間で行きたい場所を３ヶ所。効率よく回って頂きました。
嵐山では運転手さんおすすめの牛まぶし、わらびもちのお店も案内して頂きました。

本当にありがとうございました。",5
Kyoto Private Taxi Tour Choose Your Itinerary<3-7Hours / English-Speaking Guide>,"今回は、母と2人で京都へ旅行に行く事になりました。高齢の母には電車に乗ってあちこち行くよりゆっくりタクシーで連れて行ってもらう方がいいと思いお願いしました。運転手の方はとても穏やかで安心してお願いできました。
行きたいお寺や場所を伝え、またその通り道にはオススメのお寺もあるのでどうでしょうと教えてくださりとても有り難かったです。またお寺の中までついてくださるので写真も撮っていただいたり説明もしていただきました。雨が降りそうだからと傘も持ち歩いて一緒に行動していただき本当に助かりました。また、旅行に行く際にはベルトラさんを通してアクティビティを申し込みたいです。",5
Kyoto Private Taxi Tour Choose Your Itinerary<3-7Hours / English-Speaking Guide>,朝からの４時間コースで行きたい３箇所行きました。運転手さんの現地での案内、車内での説明、時間をみて最後は予定外の対応もしてもらい、大変満足しました。観光バスも良いかもしれませが、人数いれば金額的にも良いかと思います。利用させてもらい大変良かったです。ありがとうございました。,5
Kyoto Private Taxi Tour Choose Your Itinerary<3-7Hours / English-Speaking Guide>,"京都旅行は計画していたものの、事前に移動手段を調べたり行動計画を立てる時間がなく、初めて観光タクシーを利用しました。

当日、行きたいところリストとは全く別の運転手さんのお任せしたコースに変更させていただきました。
なので想像以上の旅行をする事ができました！！

行った先々で見どころや由来などをご説明いただき、目からも耳からも観光を楽しめました。本当に本当に良かったです。
運転手さんありがとうございました。
",5
